City Name,city,cloudiness,country,date,humidity,latitude,longitude,max temp,wind speed,date only
kedrovyy,Kedrovyy,40,RU,2019-07-02 14:55:32,82,56.17,91.82,64.4,4.47,2019-07-02
villanueva de la serena,Villanueva de la Serena,0,ES,2019-07-02 14:55:32,24,38.97,-5.8,91.99,5.99,2019-07-02
saint george,Saint George,0,GR,2019-07-02 14:55:33,33,39.45,22.34,95,12.75,2019-07-02
fare,Fare,95,PF,2019-07-02 14:55:33,80,-16.7,-151.02,76.88,30.76,2019-07-02
saskylakh,Saskylakh,18,RU,2019-07-02 14:55:33,69,71.97,114.09,43.94,9.86,2019-07-02
cherskiy,Cherskiy,100,RU,2019-07-02 14:55:33,80,68.75,161.3,41.78,12.44,2019-07-02
waingapu,Waingapu,29,ID,2019-07-02 14:55:33,89,-9.65,120.26,71.3,10.92,2019-07-02
solone,Solone,20,UA,2019-07-02 14:55:33,34,48.2,34.88,93.2,8.95,2019-07-02
bathsheba,Bathsheba,20,BB,2019-07-02 14:55:34,66,13.22,-59.52,86,20.8,2019-07-02
aranda de duero,Aranda de Duero,25,ES,2019-07-02 14:55:34,37,41.67,-3.69,82.82,13.4,2019-07-02
bayji,Bayji,0,IQ,2019-07-02 14:55:34,5,34.93,43.49,104.24,12.59,2019-07-02
ossora,Ossora,70,RU,2019-07-02 14:55:34,93,59.24,163.07,47.36,1.43,2019-07-02
rodos,Rodos,0,GR,2019-07-02 14:51:00,69,36.44,28.22,82.4,18.34,2019-07-02
talnakh,Talnakh,0,RU,2019-07-02 14:55:34,18,69.49,88.39,73.4,6.71,2019-07-02
clyde river,Clyde River,90,CA,2019-07-02 14:55:35,93,70.47,-68.59,37.4,23.04,2019-07-02
mount isa,Mount Isa,0,AU,2019-07-02 14:55:35,27,-20.73,139.49,62.6,9.17,2019-07-02
murgab,Murgab,0,TM,2019-07-02 14:55:35,32,37.5,61.97,84.2,16.11,2019-07-02
vila franca do campo,Vila Franca do Campo,40,PT,2019-07-02 14:55:35,83,37.72,-25.43,71.6,13.87,2019-07-02
peniche,Peniche,75,PT,2019-07-02 14:55:35,68,39.36,-9.38,73.4,12.75,2019-07-02
sidvokodvo,Sidvokodvo,0,SZ,2019-07-02 14:55:35,17,-26.63,31.42,73.4,4.7,2019-07-02
massakory,Massakory,61,TD,2019-07-02 14:55:36,33,13,15.73,98.12,8.1,2019-07-02
caravelas,Caravelas,0,BR,2019-07-02 14:55:36,69,-17.73,-39.27,80.3,8.34,2019-07-02
algiers,Algiers,1,US,2019-07-02 14:55:36,70,29.94,-90.04,88,3.76,2019-07-02
okhotsk,Okhotsk,100,RU,2019-07-02 14:55:36,90,59.36,143.24,47.72,14.79,2019-07-02
makakilo city,Makakilo City,1,US,2019-07-02 14:55:36,100,21.35,-158.09,78.8,3.36,2019-07-02
paka,Paka,100,CF,2019-07-02 14:55:36,92,4.15,15.03,77.42,2.06,2019-07-02
kohima,Kohima,62,IN,2019-07-02 14:55:37,99,25.66,94.1,64.64,3.22,2019-07-02
lingao,Lingao,91,CN,2019-07-02 14:55:37,81,19.91,109.69,85.88,26.08,2019-07-02
nurota,Nurota,100,UZ,2019-07-02 14:55:37,30,40.56,65.69,82.4,9.17,2019-07-02
les cayes,Les Cayes,64,HT,2019-07-02 14:55:37,81,18.19,-73.75,81.2,13.65,2019-07-02
fuxin,Fuxin,0,CN,2019-07-02 14:55:37,72,42.02,121.65,65.36,6.35,2019-07-02
zhigansk,Zhigansk,86,RU,2019-07-02 14:55:38,70,66.77,123.37,47,21.47,2019-07-02
oda,Oda,100,JP,2019-07-02 14:54:26,86,35.19,132.5,71.84,6.4,2019-07-02
najran,Najran,40,SA,2019-07-02 14:55:38,10,17.54,44.22,102.2,6.93,2019-07-02
channel-port aux basques,Channel-Port aux Basques,100,CA,2019-07-02 14:55:38,93,47.57,-59.14,51.5,8.52,2019-07-02
sept-iles,Sept-Iles,75,CA,2019-07-02 14:55:38,67,50.2,-66.38,62.6,12.75,2019-07-02
port macquarie,Port Macquarie,75,AU,2019-07-02 14:55:38,93,-31.43,152.91,51.01,2.1,2019-07-02
gat,Gat,0,SN,2019-07-02 14:55:39,55,14.69,-16.54,87.8,13.87,2019-07-02
tasiilaq,Tasiilaq,90,GL,2019-07-02 14:55:36,81,65.61,-37.64,44.6,31.09,2019-07-02
wedi,Wedi,25,ID,2019-07-02 14:55:39,88,-7.2,111.9,73.64,5.23,2019-07-02
balkanabat,Balkanabat,0,TM,2019-07-02 14:55:39,36,39.51,54.36,80.3,18.45,2019-07-02
ancud,Ancud,75,CL,2019-07-02 14:55:39,100,-41.87,-73.83,39.2,4.7,2019-07-02
boa vista,Boa Vista,90,BR,2019-07-02 14:53:09,88,2.82,-60.67,78.8,6.93,2019-07-02
pisco,Pisco,90,PE,2019-07-02 14:52:46,30,-13.71,-76.2,71.6,9.17,2019-07-02
acari,Acari,2,BR,2019-07-02 14:55:40,28,-6.44,-36.64,90.74,9.78,2019-07-02
palu,Palu,77,ID,2019-07-02 14:55:40,92,-0.9,119.87,74.9,2.44,2019-07-02
san nicolas,San Nicolas,75,PH,2019-07-02 14:55:40,78,13.93,120.95,82.4,2.24,2019-07-02
provideniya,Provideniya,100,RU,2019-07-02 14:52:48,97,64.42,-173.23,43.04,2.77,2019-07-02
manado,Manado,40,ID,2019-07-02 14:55:40,94,1.49,124.85,73.4,3.36,2019-07-02
menongue,Menongue,11,AO,2019-07-02 14:55:41,15,-14.66,17.68,77.42,9.71,2019-07-02
kimparana,kimparana,28,ML,2019-07-02 14:55:41,21,12.83,-4.92,103.88,6.78,2019-07-02
emboscada,Emboscada,90,PY,2019-07-02 14:55:41,87,-25.13,-57.35,60.8,8.05,2019-07-02
portree,Portree,77,GB,2019-07-02 14:55:41,56,57.41,-6.19,57.99,17,2019-07-02
kassala,Kassala,0,SD,2019-07-02 14:55:41,24,15.45,36.38,99.38,8.28,2019-07-02
lompoc,Lompoc,90,US,2019-07-02 14:55:41,93,34.64,-120.46,62.6,3.36,2019-07-02
batemans bay,Batemans Bay,0,AU,2019-07-02 14:55:42,92,-35.71,150.18,45,1.99,2019-07-02
fuyang,Fuyang,80,CN,2019-07-02 14:55:42,53,32.89,115.81,79.22,5.88,2019-07-02
marystown,Marystown,98,CA,2019-07-02 14:55:42,97,47.17,-55.16,57.62,8.37,2019-07-02
solsona,Solsona,62,ES,2019-07-02 14:55:42,29,41.99,1.52,93.99,8.01,2019-07-02
zonguldak,Zonguldak,0,TR,2019-07-02 14:55:43,51,41.25,31.83,81,12.75,2019-07-02
ilebo,Ilebo,100,CD,2019-07-02 14:55:43,20,-4.33,20.59,93.26,3.47,2019-07-02
mana,Mana,2,NG,2019-07-02 14:55:43,36,13.03,5.27,97.4,8.9,2019-07-02
valenza,Valenza,0,IT,2019-07-02 14:55:43,66,45.01,8.65,97,5.82,2019-07-02
parsabad,Parsabad,0,AZ,2019-07-02 14:55:43,30,39.65,47.92,86,9.17,2019-07-02
ilulissat,Ilulissat,40,GL,2019-07-02 14:55:43,26,69.22,-51.1,55.4,16.11,2019-07-02
ostrovnoy,Ostrovnoy,100,RU,2019-07-02 14:55:44,58,68.05,39.51,59.78,13.96,2019-07-02
tambacounda,Tambacounda,95,SN,2019-07-02 14:55:44,33,13.77,-13.67,101.18,5.32,2019-07-02
asosa,Asosa,90,ET,2019-07-02 14:46:10,92,10.07,34.53,72.02,3.62,2019-07-02
miramar,Miramar,40,CR,2019-07-02 14:55:44,61,10.09,-84.73,77,14.99,2019-07-02
kalabo,Kalabo,0,ZM,2019-07-02 14:55:44,15,-15,22.67,81.74,9.24,2019-07-02
guerrero negro,Guerrero Negro,0,MX,2019-07-02 14:55:44,83,27.97,-114.04,67.34,16.15,2019-07-02
esperance,Esperance,75,AU,2019-07-02 14:52:27,66,-33.86,121.89,51.8,5.82,2019-07-02
norsup,Norsup,0,VU,2019-07-02 14:55:45,73,-16.07,167.38,77.06,4.72,2019-07-02
havelock,Havelock,1,US,2019-07-02 14:52:23,62,34.88,-76.9,89.01,0.58,2019-07-02
puerto del rosario,Puerto del Rosario,20,ES,2019-07-02 14:55:45,61,28.5,-13.86,78.8,21.92,2019-07-02
loralai,Loralai,0,PK,2019-07-02 14:55:06,34,30.37,68.6,86.78,11.41,2019-07-02
bijie,Bijie,83,CN,2019-07-02 14:55:45,92,27.3,105.3,63.74,2.35,2019-07-02
valparaiso,Valparaiso,40,US,2019-07-02 14:55:46,35,41.47,-87.06,87.01,5.82,2019-07-02
tahoua,Tahoua,3,NE,2019-07-02 14:55:46,39,14.89,5.26,95,11.41,2019-07-02
tiznit,Tiznit,0,MA,2019-07-02 14:55:46,84,29.7,-9.73,66.98,17.78,2019-07-02
gilgit,Gilgit,0,PK,2019-07-02 14:53:42,40,35.92,74.31,55.28,3.38,2019-07-02
camacha,Camacha,75,PT,2019-07-02 14:55:46,64,33.08,-16.33,73.4,18.34,2019-07-02
aitape,Aitape,52,PG,2019-07-02 14:55:47,86,-3.15,142.36,77.78,5.19,2019-07-02
lata,Lata,38,IN,2019-07-02 14:55:47,89,30.78,78.62,42.32,2.91,2019-07-02
axim,Axim,24,GH,2019-07-02 14:55:47,83,4.87,-2.24,79.22,10.96,2019-07-02
padang,Padang,90,ID,2019-07-02 14:55:47,71,-0.92,100.36,84.08,5.26,2019-07-02
joshimath,Joshimath,57,IN,2019-07-02 14:55:47,76,30.57,79.57,59.78,1.25,2019-07-02
yar-sale,Yar-Sale,0,RU,2019-07-02 14:55:47,36,66.83,70.83,79.4,10.76,2019-07-02
taksimo,Taksimo,0,RU,2019-07-02 14:55:48,43,56.36,114.84,59.42,3.31,2019-07-02
takapau,Takapau,98,NZ,2019-07-02 14:55:48,87,-40.02,176.35,46,8.99,2019-07-02
mandan,Mandan,1,US,2019-07-02 14:55:48,83,46.83,-100.89,75,8.05,2019-07-02
chicaman,Chicaman,82,GT,2019-07-02 14:55:48,59,15.4,-90.73,70.04,2.55,2019-07-02
bagdarin,Bagdarin,0,RU,2019-07-02 14:55:48,56,54.44,113.59,58.52,3.22,2019-07-02
geraldton,Geraldton,5,CA,2019-07-02 14:55:49,53,49.72,-86.95,73.4,3.36,2019-07-02
dingle,Dingle,100,PH,2019-07-02 14:55:49,85,11,122.67,74.72,2.59,2019-07-02
pangnirtung,Pangnirtung,75,CA,2019-07-02 14:46:10,61,66.15,-65.72,46.4,5.82,2019-07-02
san rafael,San Rafael,36,AR,2019-07-02 14:52:33,15,-34.61,-68.33,54.2,15.48,2019-07-02
hopelchen,Hopelchen,75,MX,2019-07-02 14:55:49,74,19.77,-89.85,84.2,13.87,2019-07-02
rorvik,Rorvik,75,NO,2019-07-02 14:55:49,75,64.86,11.24,48.2,25.28,2019-07-02
nambour,Nambour,38,AU,2019-07-02 14:55:49,97,-26.63,152.96,57.99,2.75,2019-07-02
hambantota,Hambantota,20,LK,2019-07-02 14:55:28,94,6.12,81.12,82.4,9.17,2019-07-02
kotka,Kotka,20,FI,2019-07-02 14:55:50,82,60.47,26.95,68,6.93,2019-07-02
dakoro,Dakoro,0,NE,2019-07-02 14:55:50,21,14.51,6.76,102.98,1.16,2019-07-02
praia da vitoria,Praia da Vitoria,75,PT,2019-07-02 14:55:50,65,38.73,-27.07,78.8,6.62,2019-07-02
galle,Galle,76,GN,2019-07-02 14:55:50,78,10.08,-12.83,82.46,4.03,2019-07-02
saldanha,Saldanha,0,PT,2019-07-02 14:55:50,23,41.42,-6.55,90.38,1.79,2019-07-02
carutapera,Carutapera,100,BR,2019-07-02 14:55:51,92,-1.2,-46.02,80.3,8.37,2019-07-02
kitimat,Kitimat,75,CA,2019-07-02 14:55:51,82,54.02,-128.69,60.8,9.17,2019-07-02
hobyo,Hobyo,84,SO,2019-07-02 14:55:51,63,5.35,48.53,81.02,29.12,2019-07-02
piterka,Piterka,92,RU,2019-07-02 14:55:51,61,50.68,47.44,81.56,11.92,2019-07-02
jalu,Jalu,0,LY,2019-07-02 14:55:51,15,29.03,21.55,97.22,11.12,2019-07-02
hirosaki,Hirosaki,100,JP,2019-07-02 14:55:51,89,40.61,140.38,66,1.01,2019-07-02
zaprudnya,Zaprudnya,40,RU,2019-07-02 14:55:52,63,56.56,37.43,66.2,17.9,2019-07-02
tabou,Tabou,64,CI,2019-07-02 14:55:52,72,4.42,-7.36,81.92,7.47,2019-07-02
plavinas,Plavinas,21,LV,2019-07-02 14:55:52,91,56.62,25.73,59.42,11.14,2019-07-02
nova olimpia,Nova Olimpia,0,BR,2019-07-02 14:55:40,28,-14.8,-57.29,90.74,7.54,2019-07-02
kuantan,Kuantan,75,MY,2019-07-02 14:55:52,94,3.82,103.33,82.4,0.65,2019-07-02
diamantino,Diamantino,0,BR,2019-07-02 14:55:52,33,-14.4,-56.44,87.5,10.2,2019-07-02
tilichiki,Tilichiki,95,RU,2019-07-02 14:55:53,96,60.47,166.1,44.84,2.48,2019-07-02
mahajanga,Mahajanga,20,MG,2019-07-02 14:55:53,42,-15.72,46.32,86,2.24,2019-07-02
mayo,Mayo,90,CA,2019-07-02 14:55:53,93,63.59,-135.9,57.2,3.36,2019-07-02
saint-denis,Saint-Denis,0,FR,2019-07-02 14:55:53,41,48.94,2.36,78.01,10.29,2019-07-02
kardla,Kardla,20,EE,2019-07-02 14:55:53,63,58.44,26.57,66.2,16.11,2019-07-02
phuket,Phuket,20,TH,2019-07-02 14:55:53,70,7.89,98.4,84.2,8.05,2019-07-02
guiratinga,Guiratinga,0,BR,2019-07-02 14:55:54,27,-16.35,-53.76,87.86,7.67,2019-07-02
la ronge,La Ronge,75,CA,2019-07-02 14:55:54,71,55.1,-105.3,53.6,16.11,2019-07-02
vuktyl,Vuktyl,98,RU,2019-07-02 14:55:54,76,63.86,57.31,67.34,7.94,2019-07-02
mykolayivka,Mykolayivka,0,UA,2019-07-02 14:55:54,43,47.54,30.76,90.74,13.47,2019-07-02
verkhoyansk,Verkhoyansk,100,RU,2019-07-02 14:55:54,74,67.55,133.39,44.84,8.95,2019-07-02
ayaviri,Ayaviri,0,PE,2019-07-02 14:55:55,32,-14.88,-70.59,47.54,4.97,2019-07-02
colares,Colares,40,PT,2019-07-02 14:55:55,64,38.8,-9.45,75.2,14.99,2019-07-02
imeni poliny osipenko,Imeni Poliny Osipenko,100,RU,2019-07-02 14:55:55,84,52.42,136.49,52.58,3.49,2019-07-02
cedar city,Cedar City,1,US,2019-07-02 14:54:18,22,37.68,-113.06,73.99,5.82,2019-07-02
bonavista,Bonavista,100,CA,2019-07-02 14:55:55,99,48.65,-53.11,51.32,5.03,2019-07-02
yinchuan,Yinchuan,32,CN,2019-07-02 14:55:56,24,38.48,106.21,78.01,5.99,2019-07-02
rivne,Rivne,0,UA,2019-07-02 14:55:56,34,50.62,26.25,82.4,13.42,2019-07-02
traralgon,Traralgon,27,AU,2019-07-02 14:55:56,84,-38.19,146.54,48,4,2019-07-02
xining,Xining,88,CN,2019-07-02 14:55:56,81,36.62,101.77,51.14,2.08,2019-07-02
ust-tsilma,Ust-Tsilma,100,RU,2019-07-02 14:55:56,82,65.44,52.15,66.08,6.82,2019-07-02
tessalit,Tessalit,9,ML,2019-07-02 14:55:56,7,20.2,1.01,111.08,9.78,2019-07-02
illapel,Illapel,0,CL,2019-07-02 14:55:57,66,-31.63,-71.17,52.04,8.43,2019-07-02
zhezkazgan,Zhezkazgan,75,KZ,2019-07-02 14:55:57,33,47.8,67.71,73.4,17.9,2019-07-02
hay river,Hay River,75,CA,2019-07-02 14:55:57,87,60.82,-115.79,51.8,17.22,2019-07-02
kiruna,Kiruna,75,SE,2019-07-02 14:55:57,53,67.86,20.23,50,3.36,2019-07-02
isangel,Isangel,0,VU,2019-07-02 14:55:57,64,-19.55,169.27,73.1,6.31,2019-07-02
saint-pierre,Saint-Pierre,0,FR,2019-07-02 14:55:58,33,48.95,4.24,82.4,12.75,2019-07-02
sterling,Sterling,40,US,2019-07-02 14:55:58,55,39,-77.4,86,4.7,2019-07-02
asaba,Asaba,94,NG,2019-07-02 14:55:58,71,6.19,6.75,84.8,6.24,2019-07-02
kaukauna,Kaukauna,75,US,2019-07-02 14:55:58,100,44.28,-88.27,73.99,6.93,2019-07-02
dukat,Dukat,0,AL,2019-07-02 14:55:58,43,40.25,19.57,84.99,1.01,2019-07-02
avera,Avera,1,US,2019-07-02 14:55:59,66,33.19,-82.53,91.99,3.36,2019-07-02
malvern,Malvern,20,GB,2019-07-02 14:55:59,52,52.12,-2.33,69.01,5.82,2019-07-02
solnechnyy,Solnechnyy,92,RU,2019-07-02 14:55:59,85,50.72,136.64,55.46,3.15,2019-07-02
ust-kuyga,Ust-Kuyga,100,RU,2019-07-02 14:55:59,90,70,135.55,38.9,7,2019-07-02
gwadar,Gwadar,6,PK,2019-07-02 14:55:59,81,25.12,62.33,85.7,15.52,2019-07-02
prokopyevsk,Prokopyevsk,70,RU,2019-07-02 14:55:59,95,53.89,86.74,52.4,4.92,2019-07-02
ahuimanu,Ahuimanu,40,US,2019-07-02 14:56:00,88,21.44,-157.84,78.8,8.05,2019-07-02
lebu,Lebu,75,ET,2019-07-02 14:56:00,100,8.96,38.73,57.2,8.05,2019-07-02
ternate,Ternate,75,PH,2019-07-02 14:52:29,78,14.29,120.72,82.99,2.24,2019-07-02
san pedro,San Pedro,63,AR,2019-07-02 14:54:50,64,-33.68,-59.66,55,1.99,2019-07-02
tautira,Tautira,100,PF,2019-07-02 14:56:00,83,-17.73,-149.15,73.4,1.12,2019-07-02
rivera,Rivera,0,UY,2019-07-02 14:56:00,63,-30.9,-55.54,55.28,8.61,2019-07-02
taloqan,Taloqan,0,AF,2019-07-02 14:56:01,17,36.74,69.54,91.46,7.92,2019-07-02
udachnyy,Udachnyy,0,RU,2019-07-02 14:56:01,53,66.42,112.4,50,8.95,2019-07-02
hanmer springs,Hanmer Springs,100,NZ,2019-07-02 14:56:01,91,-42.52,172.83,44.48,7.61,2019-07-02
isla mujeres,Isla Mujeres,20,MX,2019-07-02 14:56:01,70,21.23,-86.73,87.8,5.82,2019-07-02
zaranj,Zaranj,0,AF,2019-07-02 14:56:02,26,30.95,61.86,96.8,40.26,2019-07-02
cockburn town,Cockburn Town,89,TC,2019-07-02 14:51:58,79,21.46,-71.14,81.2,8.05,2019-07-02
chatellerault,Chatellerault,0,FR,2019-07-02 14:56:02,44,46.8,0.53,84,9.17,2019-07-02
pemba,Pemba,22,MZ,2019-07-02 14:56:02,70,-12.97,40.52,77.6,8.52,2019-07-02
kidal,Kidal,0,ML,2019-07-02 14:56:02,5,18.44,1.41,111.62,10.58,2019-07-02
kysyl-syr,Kysyl-Syr,8,RU,2019-07-02 14:56:02,59,63.9,122.77,46.64,9.91,2019-07-02
kupang,Kupang,20,ID,2019-07-02 14:56:03,78,-10.16,123.6,77,14.99,2019-07-02
inta,Inta,84,RU,2019-07-02 14:56:03,52,66.04,60.13,78.68,2.26,2019-07-02
chapada dos guimaraes,Chapada dos Guimaraes,0,BR,2019-07-02 14:54:04,55,-15.46,-55.75,86,5.82,2019-07-02
macusani,Macusani,0,PE,2019-07-02 14:56:03,21,-14.07,-70.43,47.9,1.54,2019-07-02
vestmanna,Vestmanna,27,FO,2019-07-02 14:56:03,62,62.16,-7.17,51.8,18.34,2019-07-02
taltal,Taltal,100,CL,2019-07-02 14:56:03,67,-25.41,-70.49,56.9,5.41,2019-07-02
filadelfia,Filadelfia,75,PY,2019-07-02 14:56:04,58,-22.35,-60.04,71.48,12.08,2019-07-02
moerai,Moerai,42,PF,2019-07-02 14:56:04,74,-22.43,-151.33,69.5,31.09,2019-07-02
satis,Satis,35,RU,2019-07-02 14:56:04,58,54.92,43.23,71.66,7.27,2019-07-02
ceska ves,Ceska Ves,33,CZ,2019-07-02 14:56:04,43,50.26,17.23,82,1.99,2019-07-02
ca mau,Ca Mau,100,VN,2019-07-02 14:54:04,90,9.18,105.15,79.04,5.64,2019-07-02
samarai,Samarai,96,PG,2019-07-02 14:56:04,93,-10.62,150.67,72.38,5.03,2019-07-02
gazojak,Gazojak,0,TM,2019-07-02 14:56:05,21,41.19,61.4,81.92,17.29,2019-07-02
pitogo,Pitogo,100,PH,2019-07-02 14:56:05,80,13.79,122.09,80.12,3.83,2019-07-02
pokhara,Pokhara,100,NP,2019-07-02 14:56:05,95,28.21,83.99,60.32,1.54,2019-07-02
kawalu,Kawalu,100,ID,2019-07-02 14:56:05,95,-7.38,108.21,65.72,2.08,2019-07-02
prince rupert,Prince Rupert,90,CA,2019-07-02 14:56:05,93,54.32,-130.32,55.4,2.24,2019-07-02
merauke,Merauke,100,ID,2019-07-02 14:56:06,80,-8.49,140.4,76.52,18.95,2019-07-02
churapcha,Churapcha,99,RU,2019-07-02 14:56:06,58,62,132.43,50.78,7.56,2019-07-02
nosy varika,Nosy Varika,6,MG,2019-07-02 14:56:06,88,-20.58,48.53,67.16,1.7,2019-07-02
beboto,Beboto,31,TD,2019-07-02 14:56:06,60,8.27,16.94,85.52,5.48,2019-07-02
porbandar,Porbandar,91,IN,2019-07-02 14:55:21,86,21.64,69.61,82.28,12.8,2019-07-02
payo,Payo,45,ID,2019-07-02 14:56:07,97,-3.75,103.64,68.42,2.91,2019-07-02
kipini,Kipini,1,KE,2019-07-02 14:56:07,77,-2.53,40.53,82.4,5.82,2019-07-02
never,Never,6,RU,2019-07-02 14:56:07,80,53.98,124.16,53.3,1.1,2019-07-02
bagotville,Bagotville,75,AU,2019-07-02 14:56:07,93,-28.98,153.42,55.99,3.44,2019-07-02
verkhnyaya toyma,Verkhnyaya Toyma,62,RU,2019-07-02 14:56:07,41,62.24,45,70.04,1.63,2019-07-02
ust-nera,Ust-Nera,88,RU,2019-07-02 14:56:08,88,64.57,143.24,45.74,2.33,2019-07-02
galbshtadt,Galbshtadt,16,RU,2019-07-02 14:56:08,67,53.23,78.98,64.64,8.14,2019-07-02
martapura,Martapura,98,ID,2019-07-02 14:52:10,85,-3.41,114.85,78.68,10.38,2019-07-02
eyl,Eyl,58,SO,2019-07-02 14:56:08,36,7.98,49.82,91.46,24.96,2019-07-02
marawi,Marawi,100,PH,2019-07-02 14:56:08,88,8,124.29,75.99,10,2019-07-02
cachoeiras de macacu,Cachoeiras de Macacu,40,BR,2019-07-02 14:56:09,78,-22.46,-42.65,77,6.93,2019-07-02
nabire,Nabire,59,ID,2019-07-02 14:56:09,99,-3.36,135.5,69.86,2.82,2019-07-02
kirakira,Kirakira,65,SB,2019-07-02 14:52:15,82,-10.46,161.92,77.42,9.06,2019-07-02
kaeo,Kaeo,99,NZ,2019-07-02 14:56:09,95,-35.1,173.78,61,8.01,2019-07-02
jinchang,Jinchang,20,CN,2019-07-02 14:56:09,31,38.52,102.19,73.28,6.98,2019-07-02
sassandra,Sassandra,69,CI,2019-07-02 14:56:09,70,4.95,-6.09,83.72,6.73,2019-07-02
naze,Naze,84,NG,2019-07-02 14:56:10,70,5.43,7.07,85.7,5.55,2019-07-02
maldonado,Maldonado,0,UY,2019-07-02 14:56:10,66,-34.91,-54.96,50,17.22,2019-07-02
zeya,Zeya,31,RU,2019-07-02 14:56:10,96,53.74,127.27,48.8,4.18,2019-07-02
manadhoo,Manadhoo,90,MV,2019-07-02 14:54:50,73,5.77,73.38,83.54,11.3,2019-07-02
yerbogachen,Yerbogachen,90,RU,2019-07-02 14:56:10,72,61.28,108.01,61.22,6.4,2019-07-02
coihaique,Coihaique,20,CL,2019-07-02 14:56:11,99,-45.58,-72.07,39.2,4.7,2019-07-02
idritsa,Idritsa,19,RU,2019-07-02 14:56:11,75,56.33,28.9,65,11.25,2019-07-02
majene,Majene,100,ID,2019-07-02 14:56:11,74,-3.54,118.97,80.48,17.78,2019-07-02
te anau,Te Anau,100,NZ,2019-07-02 14:56:11,92,-45.41,167.72,48.62,1.83,2019-07-02
wieliczka,Wieliczka,20,PL,2019-07-02 14:55:06,39,49.98,20.06,82,13.87,2019-07-02
mbigou,Mbigou,79,GA,2019-07-02 14:56:11,45,-1.9,11.91,87.68,4.29,2019-07-02
kazerun,Kazerun,0,IR,2019-07-02 14:56:11,12,29.62,51.65,99.74,6.08,2019-07-02
aklavik,Aklavik,90,CA,2019-07-02 14:56:04,76,68.22,-135.01,53.6,8.05,2019-07-02
ikwiriri,Ikwiriri,22,TZ,2019-07-02 14:56:12,59,-7.96,38.99,82.64,10.38,2019-07-02
andujar,Andujar,0,ES,2019-07-02 14:52:22,32,38.04,-4.05,91,5.01,2019-07-02
danjiangkou,Danjiangkou,100,CN,2019-07-02 14:56:12,53,32.54,111.51,77.6,1.77,2019-07-02
lokosovo,Lokosovo,0,RU,2019-07-02 14:56:12,58,61.13,74.84,76.88,6.2,2019-07-02
cruzilia,Cruzilia,0,BR,2019-07-02 14:56:12,54,-21.84,-44.81,71.84,5.48,2019-07-02
luang prabang,Luang Prabang,100,LA,2019-07-02 14:56:13,98,19.89,102.14,71.84,2.62,2019-07-02
sompeta,Sompeta,72,IN,2019-07-02 14:56:13,75,18.93,84.6,80.66,5.55,2019-07-02
north bend,North Bend,90,US,2019-07-02 14:56:13,93,43.41,-124.22,59,3.36,2019-07-02
lufilufi,Lufilufi,89,WS,2019-07-02 14:56:13,94,-13.87,-171.6,77,13,2019-07-02
oriximina,Oriximina,98,BR,2019-07-02 14:56:13,67,-1.77,-55.87,85.16,2.35,2019-07-02
nouadhibou,Nouadhibou,0,MR,2019-07-02 14:56:14,64,20.93,-17.03,75.2,19.46,2019-07-02
sadiqabad,Sadiqabad,0,PK,2019-07-02 14:56:14,16,28.31,70.13,107.84,8.32,2019-07-02
saint-augustin,Saint-Augustin,20,CA,2019-07-02 14:56:14,69,45.63,-73.98,79,6.93,2019-07-02
morant bay,Morant Bay,20,JM,2019-07-02 14:56:14,66,17.88,-76.41,86,10.29,2019-07-02
glendive,Glendive,1,US,2019-07-02 14:56:14,77,47.11,-104.71,69.8,10.29,2019-07-02
tagusao,Tagusao,100,PH,2019-07-02 14:56:15,72,9.19,117.81,81.74,5.68,2019-07-02
ambon,Ambon,20,FR,2019-07-02 14:52:40,50,47.55,-2.56,78.01,12.75,2019-07-02
sargur,Sargur,40,IN,2019-07-02 14:56:15,69,11.98,76.42,78.8,16.11,2019-07-02
effingham,Effingham,1,US,2019-07-02 14:56:15,74,39.12,-88.54,87.01,4.7,2019-07-02
the valley,The Valley,40,AI,2019-07-02 14:53:24,70,18.22,-63.06,86,13.87,2019-07-02
kaseda,Kaseda,96,JP,2019-07-02 14:56:15,89,31.42,130.32,73.82,3.18,2019-07-02
wangqing,Wangqing,3,CN,2019-07-02 14:56:16,94,43.31,129.76,54.92,1.88,2019-07-02
kasane,Kasane,0,BW,2019-07-02 14:56:16,15,-17.8,25.16,80.6,6.93,2019-07-02
hasaki,Hasaki,75,JP,2019-07-02 14:56:16,94,35.73,140.83,72,2.24,2019-07-02
bonthe,Bonthe,60,SL,2019-07-02 14:56:16,82,7.53,-12.5,81.38,10.47,2019-07-02
barcelos,Barcelos,93,BR,2019-07-02 14:56:16,84,-0.97,-62.93,78.68,3.04,2019-07-02
marataizes,Marataizes,0,BR,2019-07-02 14:51:37,42,-21.04,-40.82,85.34,1.81,2019-07-02
sinnamary,Sinnamary,52,GF,2019-07-02 14:56:16,81,5.38,-52.96,80.3,15.52,2019-07-02
gillette,Gillette,1,US,2019-07-02 14:56:17,77,44.29,-105.5,68,3.36,2019-07-02
itoman,Itoman,75,JP,2019-07-02 14:56:17,83,26.12,127.67,84.2,16.11,2019-07-02
pavlogradka,Pavlogradka,41,RU,2019-07-02 14:56:17,69,54.2,73.56,66.26,12.28,2019-07-02
yanam,Yanam,90,IN,2019-07-02 14:56:17,83,16.73,82.22,80.6,9.17,2019-07-02
